IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:15 CST] | Requested Method: GET | Path: /requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests/53ce5cf2-146f-4bf9-8891-e6c867155f1c | StatusCode: 200
[GIN] 2021/12/10 - 12:15:21 | 200 |      8.1601ms |      172.22.0.1 | GET      "/requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests/53ce5cf2-146f-4bf9-8891-e6c867155f1c"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:17 CST] | Requested Method: POST | Path: /users/ff25f808-ff0f-4927-a059-a3d8f8d6d919/token/refresh | StatusCode: 200
[GIN] 2021/12/10 - 12:17:03 | 200 |     23.3914ms |      172.22.0.1 | POST     "/users/ff25f808-ff0f-4927-a059-a3d8f8d6d919/token/refresh"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:17 CST] | Requested Method: OPTIONS | Path: /requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests?date=2021-12-05 | StatusCode: 204
[GIN] 2021/12/10 - 12:17:08 | 204 |         837µs |      172.22.0.1 | OPTIONS  "/requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests?date=2021-12-05"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:17 CST] | Requested Method: GET | Path: /requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests?date=2021-12-05 | StatusCode: 200
[GIN] 2021/12/10 - 12:17:08 | 200 |      3.5727ms |      172.22.0.1 | GET      "/requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests?date=2021-12-05"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:17 CST] | Requested Method: OPTIONS | Path: /requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests/53ce5cf2-146f-4bf9-8891-e6c867155f1c | StatusCode: 204
[GIN] 2021/12/10 - 12:17:09 | 204 |       439.6µs |      172.22.0.1 | OPTIONS  "/requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests/53ce5cf2-146f-4bf9-8891-e6c867155f1c"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:17 CST] | Requested Method: GET | Path: /requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests/53ce5cf2-146f-4bf9-8891-e6c867155f1c | StatusCode: 200
[GIN] 2021/12/10 - 12:17:09 | 200 |      6.5776ms |      172.22.0.1 | GET      "/requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests/53ce5cf2-146f-4bf9-8891-e6c867155f1c"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:19 CST] | Requested Method: POST | Path: /users/ff25f808-ff0f-4927-a059-a3d8f8d6d919/token/refresh | StatusCode: 200
[GIN] 2021/12/10 - 12:19:02 | 200 |     17.1074ms |      172.22.0.1 | POST     "/users/ff25f808-ff0f-4927-a059-a3d8f8d6d919/token/refresh"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:19 CST] | Requested Method: OPTIONS | Path: /requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests?date=2021-12-05 | StatusCode: 204
[GIN] 2021/12/10 - 12:19:08 | 204 |         624µs |      172.22.0.1 | OPTIONS  "/requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests?date=2021-12-05"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:19 CST] | Requested Method: GET | Path: /requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests?date=2021-12-05 | StatusCode: 200
[GIN] 2021/12/10 - 12:19:08 | 200 |      2.8502ms |      172.22.0.1 | GET      "/requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests?date=2021-12-05"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:19 CST] | Requested Method: OPTIONS | Path: /requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests/53ce5cf2-146f-4bf9-8891-e6c867155f1c | StatusCode: 204
[GIN] 2021/12/10 - 12:19:09 | 204 |       597.9µs |      172.22.0.1 | OPTIONS  "/requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests/53ce5cf2-146f-4bf9-8891-e6c867155f1c"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:19 CST] | Requested Method: GET | Path: /requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests/53ce5cf2-146f-4bf9-8891-e6c867155f1c | StatusCode: 200
[GIN] 2021/12/10 - 12:19:09 | 200 |      5.2407ms |      172.22.0.1 | GET      "/requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests/53ce5cf2-146f-4bf9-8891-e6c867155f1c"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:25 CST] | Requested Method: POST | Path: /users/ff25f808-ff0f-4927-a059-a3d8f8d6d919/token/refresh | StatusCode: 200
[GIN] 2021/12/10 - 12:25:41 | 200 |      16.816ms |      172.22.0.1 | POST     "/users/ff25f808-ff0f-4927-a059-a3d8f8d6d919/token/refresh"
IP Address: 172.22.0.1 | TimeStamp: [10 Dec 21 12:25 CST] | Requested Method: OPTIONS | Path: /requesters/6cb31c74-b016-4e0a-8d6c-3be1c9baced4/requests?date=2021-12-05 | StatusCode: 204
